mal_id,title,type,source,episodes,status,airing,aired_from,aired_to,duration,rating,score,scored_by,rank,popularity,members,favorites,season,year,studios,producers,licensors,genres,themes,demographics,synopsis
14227,Tonari no Kaibutsu-kun,TV,Manga,13,Finished Airing,False,2012-10-02,2012-12-25,24 min per ep,PG-13 - Teens 13 or older,7.45,650110,2431,143,1168667,6681,fall,2012,Brain's Base,TV Tokyo|Aniplex|Nihon Ad Systems|Kodansha,NIS America,Comedy|Romance,School,Shoujo,"Shizuku Mizutani is apathetic toward her classmates, only caring about her grades. However, her cold view of life begins to change when she meets Haru Yoshida, a violent troublemaker who stopped attending class after getting into a fight early in the school year. He is not much different from her, though—he too understands little about human nature and does not have any friends. Much to Shizuku's surprise, he proclaims that she will be his friend and immediately confesses his feelings toward her upon meeting her.
 
Because of her lack of friends and social interaction, Shizuku has a hard time understanding her relationship with Haru. But slowly, their friendship begins to progress, and she discovers that there is more to Haru than violence. She begins to  develop feelings for him, but is unsure what kind of emotions she is experiencing. Together, Shizuku and Haru explore the true nature of their relationship and emotions.

[Written by MAL Rewrite]"
14289,Suki tte Ii na yo.,TV,Manga,13,Finished Airing,False,2012-10-07,2012-12-30,23 min per ep,PG-13 - Teens 13 or older,7.38,373321,2763,345,695220,4945,fall,2012,Zexcs,Starchild Records|Yomiko Advertising|Kodansha|Magic Capsule|GANSIS,Sentai Filmworks,Drama|Romance,School,Shoujo,"Friends will only let you down—that is the sad truth Mei Tachibana lives with, ever since she was wrongfully blamed for the death of a class pet by her so-called friends in grade school. Since then, she has stayed away from people in order to avoid ever being hurt again. However, Mei's life begins to change drastically when a misunderstanding in high school causes her to encounter popular student Yamato Kurosawa.

Yamato finds her intriguing and insists on being her friend, even though Mei wants nothing to do with him. But when a dangerous situation ends with Yamato kissing Mei to save her from the unwanted attention of a stalker, Mei begins to develop feelings for him. On the heels of her discovery that their feelings are mutual, they start dating and she gains not only a boyfriend, but friends as well. Mei, however, finds it very hard to adapt to this new lifestyle, especially in expressing her true feelings towards Yamato.

Throughout misunderstandings of their new relationship, eac"
14345,Btooom!,TV,Manga,12,Finished Airing,False,2012-10-04,2012-12-20,24 min per ep,R - 17+ (violence & profanity),7.26,515600,3406,225,907381,3500,fall,2012,Madhouse,Sotsu|KlockWorx|flying DOG|Studio Mausu|Showgate|Shinchosha,Sentai Filmworks,Action|Suspense,Gore|High Stakes Game|Psychological|Survival,Seinen,"Ryouta Sakamoto is unemployed and lives with his mother, his only real achievement being that he is Japan's top player of the popular online video game Btooom! However, his peaceful life is about to change when he finds himself stranded on an island in the middle of nowhere, with a small green crystal embedded in his left hand and no memory of how he got there. To his shock, someone has decided to recreate the game he is so fond of in real life, with the stakes being life or death.

Armed with a bag full of unique bombs known as ""BIM,"" the players are tasked with killing seven of their fellow participants and taking their green crystals in order to return home. Initially condemning any form of violence, Ryouta is forced to fight when he realizes that many of the other players are not as welcoming as they may seem. Teaming up with Himiko, a fellow Btooom! player, they attempt to get off of the island together, coming closer and closer to the truth behind this contest of death.

[Written"
14397,Chihayafuru 2,TV,Manga,25,Finished Airing,False,2013-01-12,2013-06-29,22 min per ep,PG-13 - Teens 13 or older,8.38,138516,239,1112,252833,1662,winter,2013,Madhouse,VAP|Nippon Television Network,Sentai Filmworks,Drama|Romance|Sports,Love Polygon|School|Strategy Game,Josei,"Chihaya Ayase is obsessed with developing her school's competitive karuta club, nursing daunting ambitions like winning the national team championship at the Omi Jingu and becoming the Queen, the best female karuta player in Japan—and in extension, the world. As their second year of high school rolls around, Chihaya and her fellow teammates must recruit new members, train their minds and bodies alike, and battle the formidable opponents that stand in their way to the championship title. Meanwhile, Chihaya's childhood friend, Arata Wataya, the prodigy who introduced her to karuta, rediscovers his lost love for the old card game.

[Written by MAL Rewrite]"
14527,Medaka Box Abnormal,TV,Manga,12,Finished Airing,False,2012-10-11,2012-12-27,24 min per ep,PG-13 - Teens 13 or older,7.39,76102,2708,1736,153627,290,fall,2012,Gainax,TV Tokyo|Lantis|Hakoniwa Academy Student Council,Sentai Filmworks,Action|Comedy|Ecchi,Martial Arts|School|Super Power,Shounen,"After the defeat of Myouri Unzen at the hands of Medaka Kurokami and her Student Council, peace has returned to Hakoniwa Academy—at least, for a short while. Soon, Medaka, Zenkichi Hitoyoshi, Kouki  Akune, and Mogana Kikaijima find themselves wrapped up in another sinister scheme, known as the ""Flask Plan,"" led by the school's principal himself.

However, the council's first problem is to deal with a whole new group of superhuman students calling themselves the ""Thirteen Party,"" led by the egotistical but powerful Oudo Miyakonojou. With the mysterious Flask Plan, Oudo's tyranny, and the resurfacing of an old enemy, the state of Hakoniwa Academy is far from tranquil, and Medaka and her companions have their hands full as things only get a lot more abnormal. 

[Written by MAL Rewrite]"
14645,Hiiro no Kakera 2nd Season,TV,Visual novel,13,Finished Airing,False,2012-09-30,2012-12-23,24 min per ep,PG-13 - Teens 13 or older,7.16,26741,4066,3337,56976,136,fall,2012,Studio Deen,Bandai Visual,Sentai Filmworks,Romance|Supernatural,Reverse Harem,Josei,"After battling dangerous creatures once existing only in legend,​ Princess Tamaki begins to deal with her uncertain future as the new Tamayori Princess.​ Once she claims her rightful place as the protector of the universe,​ high school will seem like a breeze - but whether she lives to accept that future is another matter altogether.​

Her five guardians - handsome,​ powerful young men of great power and undeniable loyalty - have vowed to sacrifice everything to protect her.​ But are any of them able to deal with a traitor in their midst?​ And how can anyone deal with such important issues while still maintaining a high GPA?​

(Source: Sentai Filmworks)"
14653,Hayate no Gotoku! Can't Take My Eyes Off You,TV,Manga,12,Finished Airing,False,2012-10-04,2012-12-20,24 min per ep,PG-13 - Teens 13 or older,7.04,27640,4759,3229,60601,75,fall,2012,Manglobe,TV Tokyo|Geneon Universal Entertainment|Shogakukan-Shueisha Productions,Sentai Filmworks,Comedy|Romance,Harem|Parody,Shounen,"Taking place one month after the events that occurred in the movie Heaven is a Place on Earth. Living at the Sanzenin Mansion once again, Nagi returns to her old ways of life, until she receives word from American authorities informing her that she has a week to pick up her late father's belongings that was indefinitely delayed due to various circumstances. After receiving news of her father whom she doesn't remember, Nagi then meets a mysterious girl (with a hidden agenda) claiming to be Nagi's little sister.

The series tells a new story that is original to the anime and not directly based on the manga. The main author of the original series Kenjiro Hata personally created the original concept for the story of this anime. 

(Source: Hayate no Gotoku! Wikia)"
14713,Kamisama Hajimemashita,TV,Manga,13,Finished Airing,False,2012-10-02,2012-12-25,24 min per ep,PG-13 - Teens 13 or older,8.13,373338,546,321,727392,17398,fall,2012,TMS Entertainment,TV Tokyo|Dentsu|Sotsu|Pony Canyon|Hakusensha|DAX Production,Funimation,Comedy|Romance|Supernatural,Mythology,Shoujo,"High schooler Nanami Momozono has quite a few problems of late, beginning with her absentee father being in such extreme debt that they lose everything. Downtrodden and homeless, she runs into a man being harassed by a dog. After helping him, she explains her situation, and to her surprise, he offers her his home in gratitude. But when she discovers that said home is a rundown shrine, she tries to leave; however, she is caught by two shrine spirits and a fox familiar named Tomoe. They mistake her for the man Nanami rescued—the land god of the shrine, Mikage. Realizing that Mikage must have sent her there as a replacement god, Tomoe leaves abruptly, refusing to serve a human.

Rather than going back to being homeless, Nanami immerses herself in her divine duties. But if she must keep things running smoothly, she will need the help of a certain hot-headed fox. In her fumbling attempt to seek out Tomoe, she lands in trouble and ends up sealing a contract with him. Now the two must travers"
14719,JoJo no Kimyou na Bouken (TV),TV,Manga,26,Finished Airing,False,2012-10-06,2013-04-06,24 min per ep,R - 17+ (violence & profanity),7.87,1197432,1000,58,1855189,39943,fall,2012,David Production,Yomiko Advertising|Warner Bros. Japan|KlockWorx|Studio Mausu|Medicos Entertainment|Shueisha|Imagine,VIZ Media|Warner Bros. Pictures,Action|Adventure|Supernatural,Historical|Vampire,Shounen,"The year is 1868; English nobleman George Joestar and his son Jonathan become indebted to Dario Brando after being rescued from a carriage incident. What the Joestars don't realize, however, is that Dario had no intention of helping them; he believed they were dead and was trying to ransack their belongings. After Dario's death 12 years later, George—hoping to repay his debt—adopts his son, Dio. 

While he publicly fawns over his new father, Dio secretly plans to steal the Joestar fortune. His first step is to create a divide between George and Jonathan. By constantly outdoing his foster brother, Dio firmly makes his place in the Joestar family. But when Dio pushes Jonathan too far, Jonathan defeats him in a brawl. 

Years later, the two appear to be close friends to the outside world. But trouble brews again when George falls ill, as Jonathan suspects that Dio is somehow behind the incident—and it appears he has more tricks up his sleeve.

[Written by MAL Rewrite]"
15109,Cuticle Tantei Inaba,TV,Manga,12,Finished Airing,False,2013-01-04,2013-03-22,23 min per ep,PG-13 - Teens 13 or older,7.24,39140,3550,2173,115148,431,winter,2013,Zexcs,Frontier Works|Media Factory|AT-X|Showgate|BIGLOBE,Sentai Filmworks,Comedy|Fantasy|Mystery,Detective|Gag Humor|Organized Crime|Urban Fantasy,Shounen,"In a world where half-human, half-animal chimeras live and work alongside normal people, there are sure to be a few bad apples in the bunch. Unfortunately, half-human criminals means non-human clues that often leave the police stumped. That's where lone wolf detectives like Hiroshi Inaba come in. He's literally part wolf and has the amazing ability to extract critical information just by examining or tasting a sample of someone's hair! Of course, that ability has also resulted in Inaba having a little bit of a hair fetish, but that doesn't seem to be a problem for his two assistants. (Well, at least the cross-dressing one isn't complaining much.) And it's nothing compared to the strange tastes of Inaba's nemesis, the omnivorous (and half goat) crime boss Don Valentino, who has an appetite for green legal tender instead of tender young greens! Inaba's sworn to cut Valentino out of the criminal flock before the Don can wolf down more ill-gotten dough, but he's going to have to chew his w"
